type,name,level,address,datatype,accuracy,unit,models,datarange,mask,default,smart_meter
read,"work_state_1""                # See Appendix 1",1,5038,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,"[{""response"": 0, ""value"": ""Run""}, {""response"": 32768, ""value"": ""Stop""}, {""response"": 4864, ""value"": ""Key Stop""}, {""response"": 5376, ""value"": ""Emergency Stop""}, {""response"": 5120, ""value"": ""Standby""}, {""response"": 4608, ""value"": ""Initial Standby""}, {""response"": 5632, ""value"": ""Starting""}, {""response"": 37120, ""value"": ""Alarm Run""}, {""response"": 33024, ""value"": ""Derating Run""}, {""response"": 33280, ""value"": ""Dispatch Run""}, {""response"": 21760, ""value"": ""Fault""}, {""response"": 9472, ""value"": ""Communication Fault""}]",,,
read,alarm_time_year,3,5039,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,alarm_time_month,3,5040,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,alarm_time_day,3,5041,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,alarm_time_hour,3,5042,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,alarm_time_minute,3,5043,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,alarm_time_second,3,5045,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,"alarm_code_1""               # See Appendix 3",3,5045,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,nominal_reactive_power,2,5049,U16,0.1,kVar,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,,,,
read,array_insulation_resistance,2,5071,U16,,k-ohm,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,active_power_regulation_setpoint,2,5077,U32,,W,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,reactive_power_regulation_setpoint,2,5079,S32,,Var,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,"work_state_2""                # See Appendix 2",2,5081,U32,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG3K-D|SG5K-D|SG8K-D,"[{""response"": 0, ""value"": ""Run""}, {""response"": 1, ""value"": ""Stop""}, {""response"": 3, ""value"": ""Key Stop""}, {""response"": 5, ""value"": ""Emergency Stop""}, {""response"": 4, ""value"": ""Standby""}, {""response"": 2, ""value"": ""Initial Standby""}, {""response"": 6, ""value"": ""Starting""}, {""response"": 10, ""value"": ""Alarm Run""}, {""response"": 11, ""value"": ""Derating Run""}, {""response"": 12, ""value"": ""Dispatch Run""}, {""response"": 9, ""value"": ""Fault""}, {""response"": 13, ""value"": ""Communication Fault""}, {""response"": 17, ""value"": ""Total Run Bit""}, {""response"": 18, ""value"": ""Total Fault Bit""}]",,,
read,meter_power,1,5083,S32,,W,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M,,,,true
read,meter_a_phase_power,2,5085,S32,,W,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M,,,,
read,meter_b_phase_power,2,5087,S32,,W,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M,,,,
read,meter_c_phase_power,2,5089,S32,,W,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M,,,,
read,load_power,1,5091,S32,,W,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M,,,,true
read,daily_export_energy,1,5093,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,total_export_energy,1,5095,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,daily_import_energy,1,5097,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,total_import_energy,1,5099,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,daily_direct_energy_consumption,1,5101,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,total_direct_energy_consumption,1,5103,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3K-D|SG5K-D|SG8K-D,,,,
read,daily_running_time,1,5113,U16,,min,,,,,
read,mppt_4_voltage,2,5115,U16,0.1,V,SG50KTL-M|SG60KTL-M|SG49K5J|SG50KTL-M-20|SG60KU-M|SG80KTL-M|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_4_current,2,5116,U16,0.1,A,SG50KTL-M|SG60KTL-M|SG49K5J|SG50KTL-M-20|SG60KU-M|SG80KTL-M|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_5_voltage,2,5117,U16,0.1,V,SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_5_current,2,5118,U16,0.1,A,SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_6_voltage,2,5119,U16,0.1,V,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_6_current,2,5120,U16,0.1,A,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_7_voltage,2,5121,U16,0.1,V,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_7_current,2,5122,U16,0.1,A,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_8_voltage,2,5123,U16,0.1,V,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_8_current,2,5124,U16,0.1,A,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,monthly_power_yields,1,5128,U32,0.1,kWh,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,mppt_9_voltage,2,5130,U16,0.1,V,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_9_current,2,5131,U16,0.1,A,SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,mppt_10_voltage,2,5132,U16,0.1,V,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,mppt_10_current,2,5133,U16,0.1,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,mppt_11_voltage,2,5134,U16,0.1,V,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,mppt_11_current,2,5135,U16,0.1,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,mppt_12_voltage,2,5136,U16,0.1,V,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,mppt_12_current,2,5137,U16,0.1,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,total_power_yields,1,5144,U32,0.1,kWh,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG33CX|SG40CX|SG50CX|SG110CX|SG250HX|SG30CX|SG36CX-US|SG60CX-US|SG250HX-US|SG250HX-IN|SG25CX-SA|SG100CX|SG75CX|SG225HX|SG3K-D|SG5K-D|SG8K-D,,,,
read,negative_voltage_to_the_ground,2,5146,S16,0.1,V,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,bus_voltage,2,5147,U16,0.1,V,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,grid_frequency,2,5148,U16,0.01,Hz,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG33CX|SG40CX|SG50CX|SG110CX|SG250HX|SG30CX|SG36CX-US|SG60CX-US|SG250HX-US|SG250HX-IN|SG25CX-SA|SG100CX|SG75CX|SG225HX|SG3K-D|SG5K-D|SG8K-D,,,,
read,pid_work_state,2,5150,U16,,,SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG33CX|SG40CX|SG50CX|SG110CX|SG250HX|SG30CX|SG36CX-US|SG60CX-US|SG250HX-US|SG250HX-IN|SG25CX-SA|SG100CX|SG75CX|SG225HX,"[{""response"": 2, ""value"": ""PID Recover Operation""}, {""response"": 4, ""value"": ""Anti-PID Operation""}, {""response"": 8, ""value"": ""PID Abnormity""}]",,,
