type,name,level,address,datatype,accuracy,unit,models,datarange,mask,default,smart_meter
read,pid_alarm_code,2,5151,U16,,,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,"[{""response"": 432, ""value"": ""PID resistance abnormal""}, {""response"": 433, ""value"": ""PID function abnormal""}, {""response"": 434, ""value"": ""PID overvoltage/overcurrent protection""}]",,,
read,export_power,2,5216,S32,,W,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,power_meter,2,5218,S32,,W,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,meter_total_power,2,5601,S32,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112|SG8.0RT,,,,
read,meter_phase_a_power,2,5603,S32,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112|SG8.0RT,,,,
read,meter_phase_b_power,2,5605,S32,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112|SG8.0RT,,,,
read,meter_phase_c_power,2,5607,S32,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112|SG8.0RT,,,,
read,export_limit_min,2,5622,U16,10.0,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,export_limit_max,2,5623,U16,10.0,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,bdc_rated_power,2,5628,U16,100.0,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,bms_max_charging_current,2,5635,U16,,A,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,bms_max_discharging_current,2,5636,U16,,A,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,backup_phase_a_power,2,5723,S16,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,backup_phase_b_power,2,5724,S16,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,backup_phase_c_power,2,5725,S16,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,total_backup_power,2,5726,S16,,W,SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,pv_power_of_today,1,6100,U16,,W,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,daily_pv_energy_yields,1,6196,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,monthly_pv_energy_yields,2,6227,U16,,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,yearly_pv_energy_yields,2,6250,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,direct_power_consumption_today_pv,1,6290,U16,,W,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,direct_power_consumption_pv,1,6386,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,direct_power_consumption_monthly_pv,2,6417,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,direct_power_consumption_yearly_pv,2,6429,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,export_power_from_pv_today,1,6469,U16,,W,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,export_power_from_pv,1,6565,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,export_power_from_pv_monthly,2,6596,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,export_power_from_pv_yearly,2,6608,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,battery_charge_power_from_pv_today,1,6648,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,battery_charge_power_from_pv,1,6744,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,battery_charge_power_from_pv_monthly,2,6775,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,battery_charge_power_from_pv_yearly,2,6787,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,string_1_current,2,7013,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,string_2_current,2,7014,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG5KTL-MT|SG6KTL-MT|SG8KTL-M|SG10KTL-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT|SG15RT|SG17RT|SG20RT,,,,
read,string_3_current,2,7015,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX|SG7.0RT|SG8.0RT|SG8.0RS|SG10RT|SG12RT,,,,
read,string_4_current,2,7016,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|LP_P34KSG|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG10KTL-MT|SG12KTL-M|SG15KTL-M|SG17KTL-M|SG20KTL-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX,,,,
read,string_5_current,2,7017,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX,,,,
read,string_6_current,2,7018,U16,0.01,A,SG30KTL|SG10KTL|SG12KTL|SG15KTL|SG20KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG111HV|SG125HV|SG125HV-20|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG25CX-SA|SG75CX,,,,
read,string_7_current,2,7019,U16,0.01,A,SG30KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG60KU|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_8_current,2,7020,U16,0.01,A,SG30KTL|SG30KU|SG36KTL|SG36KU|SG40KTL|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG30KTL-M|SG30KTL-M-V31|SG33KTL-M|SG36KTL-M|SG33K3J|SG49K5J|SG34KJ|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG40CX|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_9_current,2,7021,U16,0.01,A,SG30KU|SG36KTL|SG36KU|SG40KTL-M|SG50KTL-M|SG60KTL-M|SG33K3J|SG49K5J|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_10_current,2,7022,U16,0.01,A,SG30KU|SG36KTL|SG36KU|SG50KTL-M|SG60KTL-M|SG49K5J|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG50CX|SG60CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_11_current,2,7023,U16,0.01,A,SG50KTL-M|SG60KTL-M|SG49K5J|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_12_current,2,7024,U16,0.01,A,SG50KTL-M|SG60KTL-M|SG49K5J|SG50KTL-M-20|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_13_current,2,7025,U16,0.01,A,SG60KTL-M|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_14_current,2,7026,U16,0.01,A,SG60KTL-M|SG60KTL|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG30CX|SG33CX|SG36CX-US|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX|SG3.0RT|SG4.0RT|SG5.0RT|SG3.0RS|SG4.0RS|SG5.0RS|SG6.0RT,,,,
read,string_15_current,2,7027,U16,0.01,A,SG60KTL-M|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_16_current,2,7028,U16,0.01,A,SG60KTL-M|SG80KTL|SG80KTL-20|SG60KU-M|SG80KTL-M|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_17_current,2,7029,U16,0.01,A,SG80KTL|SG80KTL-20|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_18_current,2,7030,U16,0.01,A,SG80KTL|SG80KTL-20|SG110CX|SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN|SG75CX,,,,
read,string_19_current,2,7031,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,string_20_current,2,7032,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,string_21_current,2,7033,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,string_22_current,2,7034,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,string_23_current,2,7035,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,string_24_current,2,7036,U16,0.01,A,SG250HX|SG250HX-US|SG100CX|SG100CX-JP|SG250HX-IN,,,,
read,system_state,2,13000,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,"[{""response"": 2, ""value"": ""Stop""}, {""response"": 8, ""value"": ""Standby""}, {""response"": 16, ""value"": ""Initial Standby""}, {""response"": 32, ""value"": ""Startup""}, {""response"": 64, ""value"": ""Run""}, {""response"": 256, ""value"": ""Fault""}, {""response"": 1024, ""value"": ""Maintain Run""}, {""response"": 2048, ""value"": ""Forced Run""}, {""response"": 4096, ""value"": ""Off-grid Run""}, {""response"": 9473, ""value"": ""Restarting""}, {""response"": 16384, ""value"": ""EMS Run""}]",,,
read,running_state,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,state_power_generated_from_pv,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,1,,
read,state_battery_charging,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,2,,
read,state_battery_discharging,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,4,,
read,state_load_active,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,8,,
read,state_feed_into_grid,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,16,,
read,state_import_from_grid,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,32,,
read,state_power_generated_from_load,2,13001,U16,,,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,128,,
read,daily_pv_generation,2,13002,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,total_pv_generation,1,13003,U32,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,daily_pv_export,1,13005,U16,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,total_pv_export,1,13006,U32,0.1,kWh,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
read,load_power_hybrid,1,13008,S32,,W,SH5K-20|SH3K6|SH4K6|SH5K-V13|SH5K-30|SH3K6-30|SH4K6-30|SH5.0RS|SH3.6RS|SH4.6RS|SH6.0RS|SH10RT|SH10RT-V112|SH10RT-20|SH8.0RT|SH6.0RT|SH5.0RT|SH5.0RT-V112,,,,
